tahun,nama_provinsi,nama_kabupaten/kota,nama_kecamatan,nama_kelurahan,belum/tidakbekerja,mengurus_rumah_tangga,pelajar/mahasiswa,pensiunan,pegawai_negeri_sipil,tentara_nasional_indonesia,kepolisian_ri,perdagangan,petani_pekebun,peternak,nelayan/perikanan,industri,konstruksi,transportasi,karyawan_swasta,karyawan_bumn,karyawan_bumd,karyawan_honorer,buruh_harian_lepas,buruh_tani_perkebunan,buruh_nelayan_perikanan,buruh_peternakan,pembantu_rumah_tangga,tukang_cukur,tukang_listrik,tukang_batu,tukang_kayu,tukang_sol_sepatu,tukang_las_pandai_besi,tukang_jahit,tukang_gigi,penata_rias,penata_busana,penata_rambut,mekanik,seniman,tabib,paraji,perancang_busana,penterjemah,imam_mesjid,pendeta,pastor,wartawan,ustadz_mubaligh,juru_masak,promotor_acara,anggota_dpr_ri,anggota_dpd,anggota_bpk,presiden,wakil_presiden,anggota_mahkamah_konstitusi,anggota_kabinet_kementerian,duta_besar,gubernur,wakil_gubernur,bupati,wakil_bupati,walikota,wakil_walikota,anggota_dprd_provinsi,anggota_dprd_kabupaten_kota,dosen,guru,pilot,pengacara,notaris,arsitek,akuntan,konsultan,dokter,bidan,perawat,apoteker,psikiater_psikolog,penyiar_televisi,penyiar_radio,pelaut,peneliti,sopir,pialang,paranormal,pedagang,perangkat_desa,kepala_desa,biarawati,wiraswasta,lainnya,hakim
2014.0,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,2004.0,2441.0,3092.0,239.0,143.0,8.0,18.0,1.0,2.0,,,2.0,2.0,,4347.0,68.0,6.0,7.0,175.0,2.0,,,6.0,,,,,,,4.0,,,,,,6.0,,,,,,5.0,,8.0,,,,2.0,,,,,,,1.0,,,,,,,1.0,,31.0,74.0,3.0,6.0,2.0,7.0,,5.0,39.0,1.0,1.0,1.0,1.0,,,1.0,1.0,100.0,,,107.0,,,,632.0,73.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,6603.0,7856.0,10397.0,685.0,658.0,73.0,75.0,3.0,,,,9.0,7.0,5.0,14253.0,147.0,3.0,5.0,392.0,,,,9.0,,,1.0,,,,6.0,,,1.0,,1.0,25.0,,,1.0,1.0,,5.0,,32.0,,,,2.0,,,,,,,,,,,,,,,,48.0,352.0,2.0,20.0,6.0,5.0,,10.0,90.0,7.0,15.0,3.0,,,1.0,5.0,,73.0,,,155.0,,,,2821.0,287.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,6474.0,6773.0,8344.0,337.0,431.0,19.0,62.0,1.0,2.0,,2.0,3.0,2.0,,11567.0,68.0,4.0,9.0,878.0,2.0,,,7.0,5.0,,1.0,1.0,2.0,1.0,19.0,1.0,1.0,,,34.0,16.0,,,1.0,,,3.0,,24.0,,,,1.0,,,,,,,,,,,,,,1.0,,37.0,310.0,2.0,14.0,5.0,2.0,1.0,7.0,80.0,5.0,12.0,4.0,1.0,,,2.0,1.0,216.0,1.0,,854.0,1.0,,,1157.0,111.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,PANCORAN,3535.0,3871.0,4914.0,220.0,276.0,98.0,20.0,1.0,1.0,,,4.0,3.0,2.0,5527.0,61.0,1.0,6.0,245.0,,,,4.0,,1.0,,,,,4.0,,1.0,,,1.0,9.0,,,,1.0,,1.0,,15.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,35.0,323.0,2.0,10.0,3.0,,,1.0,43.0,3.0,7.0,,,,,1.0,,43.0,,,188.0,,,,1390.0,65.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,7918.0,8903.0,11091.0,620.0,555.0,179.0,63.0,,,,2.0,6.0,6.0,5.0,11823.0,153.0,5.0,19.0,466.0,,,,11.0,,,,,,,20.0,,,,,6.0,14.0,1.0,,,,,6.0,,25.0,,,,3.0,,,,,,1.0,,,,,,,,,,59.0,502.0,16.0,19.0,8.0,11.0,,13.0,101.0,14.0,29.0,1.0,3.0,,,6.0,1.0,146.0,,,176.0,,,,3907.0,153.0,2.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,RAWA JATI,3074.0,3444.0,4616.0,393.0,448.0,80.0,19.0,3.0,1.0,,,6.0,14.0,7.0,5822.0,139.0,,23.0,140.0,,,,4.0,,,,,,,,,,,,,5.0,,,,,,3.0,,31.0,2.0,,,64.0,,,,,,,,,,,,,,,,35.0,149.0,3.0,11.0,3.0,1.0,1.0,6.0,73.0,3.0,17.0,2.0,1.0,,,4.0,1.0,68.0,,1.0,35.0,,,,1293.0,220.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,DUREN TIGA,5147.0,5878.0,7136.0,446.0,367.0,21.0,70.0,1.0,,,1.0,4.0,1.0,3.0,8832.0,154.0,2.0,23.0,693.0,,,,12.0,,,,1.0,,,4.0,,1.0,,,8.0,23.0,,,1.0,,1.0,11.0,,21.0,,1.0,,5.0,,,,,,,,,,,,,,,,52.0,271.0,8.0,17.0,9.0,6.0,1.0,13.0,114.0,4.0,12.0,1.0,,,,3.0,1.0,117.0,,2.0,406.0,,,,1888.0,116.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,PENGADEGAN,3731.0,4209.0,4968.0,373.0,376.0,32.0,129.0,1.0,3.0,,1.0,2.0,2.0,1.0,6551.0,72.0,4.0,24.0,350.0,1.0,,,6.0,,,,,,,2.0,,,,,1.0,7.0,,,,,,6.0,,21.0,,,,3.0,,,,,,,,,,,,,,,,28.0,210.0,2.0,10.0,5.0,1.0,,4.0,74.0,7.0,16.0,,,1.0,,6.0,,93.0,,,209.0,,,,1013.0,94.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,CIKOKO,1990.0,2100.0,2742.0,129.0,224.0,17.0,75.0,2.0,,,,2.0,9.0,1.0,3926.0,39.0,3.0,3.0,90.0,,,,1.0,,,,,,,4.0,,,,,1.0,4.0,,,,,,4.0,,11.0,,,,2.0,,,,,,,,,,,,,,,,8.0,123.0,,2.0,,1.0,1.0,1.0,28.0,,11.0,,,,,1.0,1.0,19.0,,,142.0,,,,575.0,74.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,10652.0,12083.0,15385.0,679.0,1190.0,145.0,102.0,3.0,68.0,,1.0,10.0,9.0,13.0,14329.0,182.0,4.0,32.0,1003.0,2.0,,,10.0,,,,,,,11.0,,,,,14.0,17.0,,,,,,6.0,2.0,39.0,2.0,1.0,,5.0,,,,,,,,,,,,,,,,81.0,647.0,5.0,19.0,4.0,6.0,,7.0,104.0,31.0,36.0,4.0,,,,7.0,2.0,226.0,,1.0,377.0,,,,4759.0,246.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,10580.0,11518.0,14710.0,969.0,1253.0,1598.0,139.0,,21.0,,,3.0,5.0,9.0,14336.0,176.0,3.0,42.0,1057.0,1.0,,,2.0,,,,,,,2.0,,,,,7.0,16.0,,,,,,5.0,9.0,58.0,,,,,,,,,,1.0,,,,,,,,,,105.0,872.0,,13.0,2.0,2.0,,7.0,56.0,40.0,89.0,2.0,2.0,,1.0,6.0,2.0,179.0,,,244.0,,,9.0,2982.0,213.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,6290.0,7109.0,9332.0,418.0,613.0,111.0,55.0,3.0,35.0,,,12.0,6.0,5.0,9797.0,146.0,4.0,39.0,559.0,68.0,1.0,,6.0,,,,,,,2.0,,1.0,,,9.0,22.0,,,,,,2.0,,46.0,2.0,,1.0,1.0,,,,,2.0,,1.0,,,,,,,,,42.0,509.0,,15.0,,3.0,,9.0,40.0,9.0,35.0,1.0,2.0,,,1.0,3.0,139.0,,,169.0,,,,2024.0,111.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,10208.0,11257.0,13461.0,682.0,1027.0,180.0,76.0,2.0,1.0,,1.0,6.0,7.0,6.0,13612.0,144.0,8.0,79.0,1278.0,6.0,,,5.0,,,,,,,1.0,,1.0,,,6.0,16.0,1.0,,,2.0,,3.0,,69.0,5.0,1.0,,2.0,,,,,,,,,,,,,,,,79.0,487.0,1.0,16.0,2.0,,,5.0,51.0,18.0,47.0,9.0,2.0,,,6.0,4.0,182.0,,,406.0,,,,3395.0,181.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,7329.0,7843.0,10051.0,623.0,880.0,62.0,85.0,3.0,11.0,,1.0,6.0,9.0,4.0,10428.0,227.0,11.0,17.0,666.0,5.0,,,16.0,,,1.0,,,,4.0,,,,,11.0,14.0,,,,,,8.0,,19.0,2.0,,,3.0,,,,,,,,,,,,,,,,100.0,417.0,9.0,14.0,4.0,4.0,,2.0,114.0,15.0,26.0,2.0,,,,5.0,1.0,133.0,,,272.0,,,,2659.0,172.0,3.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,5951.0,6953.0,9709.0,269.0,707.0,224.0,55.0,8.0,47.0,2.0,1.0,2.0,3.0,4.0,9048.0,78.0,7.0,14.0,737.0,5.0,,,2.0,,,,,,,3.0,,,,,,13.0,,,,,,2.0,,25.0,,1.0,,2.0,,,,,,,,,,,,,,,,30.0,509.0,1.0,12.0,2.0,1.0,,6.0,26.0,12.0,29.0,1.0,,,,2.0,1.0,172.0,,,160.0,,,,1698.0,116.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,5333.0,5340.0,6732.0,568.0,487.0,869.0,46.0,1.0,2.0,,,7.0,12.0,2.0,7615.0,83.0,5.0,17.0,357.0,1.0,,,5.0,,,,,,,2.0,,,,,2.0,11.0,,,,2.0,,10.0,,28.0,,,1.0,,,,,,,,,,,,,,,,,38.0,278.0,8.0,14.0,1.0,2.0,,6.0,60.0,18.0,23.0,1.0,1.0,,1.0,7.0,,46.0,,,160.0,,,,1493.0,192.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,8564.0,9896.0,13362.0,1023.0,936.0,68.0,101.0,,,,,5.0,14.0,6.0,16509.0,121.0,6.0,19.0,368.0,,,,11.0,,,,2.0,,,4.0,,,,,1.0,34.0,,,,,,13.0,1.0,36.0,2.0,1.0,,3.0,,,,,,,,,,,,,,,,66.0,388.0,14.0,17.0,11.0,10.0,2.0,17.0,153.0,9.0,30.0,2.0,4.0,,,8.0,,45.0,,,77.0,,,,3279.0,537.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,10017.0,10586.0,13341.0,685.0,673.0,147.0,81.0,22.0,3.0,,,9.0,10.0,5.0,14970.0,140.0,5.0,20.0,603.0,,,,2.0,,,,,,,2.0,,,,,,13.0,,,1.0,,,12.0,,38.0,1.0,,,2.0,,1.0,,,,,,,,,,,,1.0,,58.0,597.0,2.0,16.0,3.0,2.0,,6.0,75.0,16.0,31.0,1.0,,,,3.0,,83.0,,,147.0,,,,4783.0,216.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,6307.0,6668.0,8817.0,507.0,525.0,22.0,39.0,15.0,2.0,,,6.0,8.0,3.0,12086.0,128.0,2.0,9.0,443.0,,,,16.0,,,,,,,7.0,,,1.0,,4.0,8.0,,,,,,15.0,,38.0,1.0,,,2.0,1.0,,,,,,,,,,,,,,,60.0,291.0,16.0,20.0,5.0,,,8.0,87.0,13.0,9.0,2.0,2.0,,1.0,1.0,1.0,91.0,,,212.0,,,,1921.0,156.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,7237.0,8164.0,10765.0,505.0,535.0,25.0,139.0,1.0,,,,1.0,7.0,,11739.0,95.0,2.0,10.0,411.0,2.0,,,7.0,,,,,,,2.0,,,,,,11.0,,,,,,1.0,2.0,28.0,2.0,,,6.0,,,,,,,,,,,,,,,,40.0,473.0,1.0,10.0,2.0,1.0,,,52.0,8.0,17.0,1.0,1.0,,,5.0,,70.0,,,130.0,,,,4425.0,107.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,6261.0,7345.0,7970.0,475.0,513.0,30.0,24.0,1.0,1.0,,,4.0,7.0,2.0,8539.0,116.0,1.0,55.0,902.0,2.0,,,4.0,1.0,3.0,,,,,14.0,,,,,23.0,16.0,,,,1.0,,3.0,,20.0,5.0,,,1.0,,,,,,,,,,,,,,,,26.0,297.0,,15.0,1.0,2.0,1.0,5.0,40.0,8.0,30.0,,,,,13.0,1.0,186.0,,,1.285,1.0,,,2240.0,677.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,4523.0,5599.0,8175.0,516.0,749.0,39.0,13.0,3.0,,,,4.0,4.0,1.0,9337.0,166.0,16.0,22.0,433.0,2.0,1.0,,6.0,,,,,1.0,,7.0,,,,,4.0,8.0,,,,,1.0,9.0,,41.0,,,,2.0,,,,,,,,,,,,,,1.0,,67.0,280.0,,22.0,5.0,,1.0,3.0,80.0,5.0,31.0,1.0,2.0,,,14.0,3.0,81.0,,1.0,327.0,1.0,,4.0,1903.0,99.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,5061.0,5806.0,6903.0,392.0,512.0,25.0,19.0,4.0,,,1.0,5.0,4.0,1.0,6947.0,141.0,6.0,33.0,1366.0,1.0,,,4.0,1.0,,,,,,2.0,,,,,2.0,9.0,,,,,,4.0,,19.0,2.0,,,,,,,,,,,,,,,,,,,37.0,280.0,1.0,14.0,1.0,1.0,,,49.0,8.0,29.0,1.0,,,,13.0,,84.0,,1.0,209.0,,,,1784.0,127.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,PAL MERIAM,3464.0,4600.0,5429.0,250.0,337.0,116.0,18.0,4.0,1.0,,,3.0,8.0,1.0,5721.0,69.0,7.0,23.0,293.0,2.0,,,5.0,1.0,,1.0,,,,6.0,,,1.0,,9.0,7.0,,,,,,6.0,13.0,22.0,1.0,2.0,,1.0,,,,,2.0,,,,,,,,,,,26.0,155.0,,23.0,,1.0,1.0,,41.0,6.0,16.0,,,,,2.0,1.0,48.0,,,324.0,,,15.0,2438.0,190.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,2900.0,3777.0,4504.0,462.0,445.0,484.0,30.0,5.0,,,1.0,3.0,4.0,,4517.0,87.0,1.0,22.0,359.0,,,,5.0,,,,,,,,,,,,,11.0,,,,,1.0,10.0,,23.0,2.0,,,,,,,,,,1.0,,,,,,,1.0,,28.0,182.0,,15.0,1.0,2.0,1.0,1.0,38.0,3.0,30.0,,1.0,,,12.0,,53.0,,,63.0,,,,1439.0,117.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,6342.0,6914.0,8630.0,895.0,916.0,49.0,32.0,4.0,,,1.0,11.0,11.0,4.0,9589.0,227.0,8.0,29.0,598.0,,,1.0,9.0,,,1.0,,,1.0,3.0,,,,,5.0,23.0,,,,,,7.0,,35.0,4.0,,,,,,,,,,,,,,,,,,,46.0,394.0,1.0,24.0,7.0,1.0,1.0,5.0,73.0,17.0,29.0,2.0,2.0,,,10.0,3.0,58.0,,,371.0,,,,2561.0,373.0,1.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,5996.0,6913.0,8904.0,469.0,350.0,107.0,36.0,3.0,,,,18.0,19.0,3.0,10025.0,75.0,4.0,9.0,175.0,1.0,,,22.0,,,,,,,1.0,,,1.0,,4.0,14.0,,,,,,27.0,1.0,21.0,1.0,,,1.0,,,,,1.0,2.0,,,,,,,,,,49.0,230.0,5.0,23.0,6.0,7.0,3.0,4.0,151.0,13.0,33.0,3.0,2.0,,1.0,20.0,1.0,312.0,,,665.0,,,,4131.0,300.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,7735.0,8959.0,11387.0,675.0,1267.0,54.0,58.0,,,,1.0,9.0,7.0,2.0,12177.0,153.0,9.0,26.0,862.0,1.0,,,13.0,1.0,,,,,1.0,7.0,,,,,1.0,12.0,1.0,,,,,8.0,,30.0,3.0,,,1.0,,,,,,,,,,,,,,,,60.0,407.0,1.0,15.0,2.0,2.0,,2.0,80.0,12.0,41.0,1.0,,,,28.0,,152.0,,,628.0,,,,3062.0,244.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,CIPINANG,7297.0,8659.0,10592.0,931.0,1002.0,64.0,926.0,1.0,,,,9.0,19.0,1.0,10776.0,145.0,8.0,3.0,29.0,,,,1.0,,,,,,,1.0,,,,,,26.0,,,,2.0,,14.0,1.0,28.0,4.0,,,,,,,,1.0,,,,,,,,,,,54.0,411.0,,23.0,7.0,1.0,1.0,2.0,124.0,25.0,51.0,4.0,,,,6.0,,160.0,,,36.0,,,1.0,4630.0,215.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,4639.0,4999.0,5745.0,209.0,265.0,27.0,176.0,2.0,,,,3.0,7.0,,6670.0,57.0,2.0,9.0,756.0,,,,1.0,,,,,,,7.0,,,,,2.0,8.0,,,,,,,,6.0,1.0,,,,,,,,,,,,,,,,,,,17.0,268.0,,7.0,,,,4.0,20.0,12.0,20.0,1.0,,,,4.0,,171.0,,,454.0,,,,1276.0,114.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,6780.0,7578.0,9945.0,857.0,921.0,25.0,18.0,5.0,1.0,,1.0,11.0,9.0,1.0,11778.0,192.0,6.0,14.0,768.0,1.0,,,12.0,,,,,,,2.0,,1.0,,,6.0,19.0,,,,,,30.0,1.0,34.0,3.0,,,,,1.0,,,,,,,,,,,,1.0,,145.0,497.0,3.0,23.0,7.0,1.0,1.0,6.0,181.0,12.0,23.0,3.0,2.0,,,8.0,,129.0,,,357.0,,,1.0,2621.0,397.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,7330.0,8569.0,10551.0,1016.0,755.0,58.0,40.0,2.0,,,,8.0,16.0,,12584.0,218.0,9.0,22.0,1256.0,1.0,,,11.0,,,,1.0,,,3.0,,,,,11.0,30.0,,,,,,57.0,3.0,53.0,1.0,1.0,,6.0,,1.0,,,,,,,,,,,,,1.0,104.0,410.0,5.0,54.0,4.0,6.0,5.0,17.0,239.0,12.0,75.0,4.0,1.0,,,23.0,2.0,179.0,,,346.0,,,9.0,3345.0,408.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,4790.0,6629.0,9425.0,804.0,717.0,26.0,19.0,1.0,,,,4.0,6.0,1.0,10096.0,200.0,6.0,11.0,336.0,,,,20.0,,,,,,,1.0,,,,,13.0,13.0,,,,,,22.0,,28.0,6.0,,,,,,,,1.0,,,,,,,,,,,107.0,263.0,5.0,24.0,16.0,8.0,7.0,14.0,253.0,17.0,26.0,5.0,3.0,,,6.0,1.0,158.0,,,409.0,4.0,,,2824.0,292.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,5386.0,6656.0,6922.0,145.0,132.0,24.0,7.0,2.0,,,,14.0,5.0,1.0,4913.0,25.0,6.0,14.0,1524.0,6.0,1.0,1.0,,,1.0,,,,1.0,12.0,,,,,14.0,12.0,1.0,,,,,11.0,,6.0,21.0,,,,,,,,,,,,,,,,,,,8.0,138.0,,3.0,,,,1.0,12.0,4.0,8.0,2.0,,,,,,243.0,1.0,1.0,1.198,1.0,,16.0,2573.0,344.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,6804.0,8176.0,10374.0,440.0,495.0,46.0,107.0,10.0,2.0,,,4.0,9.0,13.0,11711.0,104.0,4.0,56.0,804.0,,,,5.0,,,,,,1.0,22.0,,,,,11.0,21.0,,,1.0,,,32.0,4.0,34.0,,,,,,,,,,,,,,,,,,,,49.0,373.0,,16.0,6.0,1.0,3.0,10.0,79.0,17.0,25.0,2.0,,,,20.0,4.0,189.0,,,525.0,,,12.0,2982.0,317.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,1480.0,2277.0,2629.0,74.0,65.0,24.0,7.0,6.0,,,,1.0,,1.0,2950.0,13.0,,5.0,232.0,,,,9.0,,,,,,,4.0,3.0,,,,6.0,7.0,,,,,,12.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,7.0,46.0,,6.0,,2.0,,4.0,39.0,,4.0,1.0,,,,1.0,,60.0,,,285.0,,,8.0,915.0,68.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,4285.0,5050.0,5293.0,153.0,204.0,16.0,12.0,,,,,2.0,1.0,,5342.0,29.0,3.0,14.0,840.0,,,,2.0,,,,,,,6.0,,,,,18.0,8.0,,,,,1.0,1.0,,15.0,1.0,1.0,,,,,,,,,,,,,,,,,,18.0,182.0,,3.0,1.0,1.0,,3.0,33.0,4.0,11.0,2.0,,,,2.0,,130.0,,,679.0,,,,1825.0,136.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,5844.0,7487.0,8614.0,575.0,454.0,84.0,20.0,1.0,,,1.0,5.0,8.0,1.0,9770.0,159.0,1.0,9.0,517.0,1.0,,,7.0,,,,,,,4.0,,,,,12.0,23.0,,,,1.0,,19.0,,27.0,16.0,,,,,,,,,1.0,,,,,,,,,,64.0,350.0,2.0,21.0,9.0,6.0,1.0,4.0,130.0,6.0,19.0,3.0,1.0,,,10.0,1.0,94.0,,,291.0,1.0,,,3355.0,378.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,10322.0,11894.0,13808.0,1488.0,1158.0,73.0,66.0,10.0,4.0,,,12.0,22.0,2.0,15041.0,326.0,12.0,73.0,1502.0,4.0,,,20.0,,,,,,,8.0,1.0,2.0,,1.0,18.0,35.0,,,,1.0,,23.0,1.0,110.0,,6.0,,2.0,,,,,,2.0,,,,,,,,,,89.0,693.0,2.0,32.0,13.0,10.0,7.0,17.0,192.0,24.0,53.0,4.0,,,,18.0,3.0,334.0,,,643.0,1.0,,,5081.0,382.0,2.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,6399.0,7885.0,9170.0,447.0,465.0,50.0,33.0,5.0,1.0,,1.0,1.0,6.0,,9291.0,118.0,3.0,24.0,1369.0,1.0,1.0,,8.0,,,,1.0,,1.0,4.0,,,,,6.0,14.0,,,,,,5.0,,24.0,11.0,,,1.0,,,,,1.0,1.0,,,,,,1.0,,2.0,,30.0,331.0,3.0,12.0,3.0,2.0,,4.0,87.0,12.0,24.0,3.0,1.0,,,11.0,,188.0,,2.0,604.0,,,,2546.0,164.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,9659.0,11644.0,11892.0,608.0,706.0,78.0,52.0,7.0,1.0,,,7.0,9.0,2.0,12028.0,73.0,5.0,30.0,1476.0,4.0,,,3.0,,,,1.0,,,9.0,2.0,,,,11.0,12.0,,,,,,8.0,1.0,23.0,7.0,1.0,,,,,,,,,,,,,,,,,,24.0,374.0,,8.0,,,,1.0,21.0,13.0,36.0,3.0,,,,12.0,2.0,353.0,,,903.0,,,,5515.0,575.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,6278.0,6794.0,9337.0,519.0,646.0,468.0,180.0,,1.0,,,5.0,13.0,1.0,9028.0,53.0,2.0,33.0,519.0,,,,2.0,,,,,,,4.0,,,,,6.0,14.0,,,,,,24.0,,27.0,1.0,,,,,,,,,,,,,,,,,,,31.0,377.0,1.0,9.0,1.0,,1.0,3.0,44.0,23.0,78.0,2.0,2.0,,,18.0,1.0,122.0,,,1.122,,,,2921.0,126.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,8281.0,9255.0,11960.0,584.0,760.0,275.0,142.0,5.0,1.0,,,14.0,13.0,3.0,9704.0,101.0,4.0,13.0,803.0,,1.0,,6.0,,,,,,,3.0,,,,,3.0,8.0,,,,,,7.0,,22.0,10.0,,,,,,,,,,,,,,,,,,,34.0,414.0,1.0,6.0,,2.0,,2.0,82.0,19.0,49.0,4.0,,,,13.0,1.0,124.0,,,1.423,,,,4288.0,210.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,DUKUH,4927.0,5163.0,5760.0,354.0,446.0,54.0,90.0,3.0,,,,2.0,6.0,2.0,6347.0,177.0,28.0,22.0,432.0,,,,3.0,,,,,,,,,,1.0,,2.0,17.0,,,,,,5.0,,10.0,1.0,,,1.0,,,,,,,,,,,,,,,,17.0,208.0,7.0,4.0,3.0,1.0,1.0,3.0,57.0,12.0,30.0,,,,,7.0,1.0,89.0,,,385.0,,,,1828.0,60.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,8482.0,9638.0,12540.0,758.0,884.0,106.0,110.0,1.0,,,,17.0,18.0,8.0,11427.0,210.0,10.0,41.0,384.0,1.0,,,6.0,,,,1.0,,,,,,,,,27.0,,,,,,8.0,,49.0,4.0,,,3.0,1.0,1.0,,,,,,,,,,,,1.0,,54.0,512.0,5.0,11.0,6.0,1.0,,5.0,97.0,20.0,35.0,2.0,3.0,,1.0,11.0,1.0,130.0,,1.0,694.0,1.0,,,4802.0,539.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,5085.0,5747.0,7291.0,338.0,460.0,43.0,35.0,5.0,1.0,,,7.0,11.0,1.0,6848.0,110.0,8.0,21.0,473.0,1.0,1.0,,3.0,,,,,,,2.0,,,,,,18.0,,,,,,2.0,,25.0,4.0,,,,,,,,,,,,,,,,,,,43.0,316.0,1.0,6.0,,4.0,,3.0,65.0,13.0,18.0,1.0,2.0,,,5.0,1.0,97.0,,,347.0,,,,2583.0,162.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,CILILITAN,8200.0,8978.0,10431.0,699.0,818.0,173.0,64.0,2.0,1.0,,1.0,3.0,13.0,,11558.0,134.0,6.0,22.0,625.0,,,,8.0,,,,,,,11.0,,,,,2.0,12.0,,,,,1.0,35.0,,41.0,15.0,,,1.0,,,,,,,,,,,,,,,,57.0,454.0,1.0,27.0,5.0,1.0,1.0,9.0,67.0,24.0,71.0,3.0,1.0,,,17.0,,150.0,,,824.0,,,,3345.0,250.0,
