tahun,nama_provinsi,nama_kabupaten/kota,nama_kecamatan,nama_kelurahan,belum/tidakbekerja,mengurus_rumah_tangga,pelajar/mahasiswa,pensiunan,pegawai_negeri_sipil,tentara_nasional_indonesia,kepolisian_ri,perdagangan,petani_pekebun,peternak,nelayan/perikanan,industri,konstruksi,transportasi,karyawan_swasta,karyawan_bumn,karyawan_bumd,karyawan_honorer,buruh_harian_lepas,buruh_tani_perkebunan,buruh_nelayan_perikanan,buruh_peternakan,pembantu_rumah_tangga,tukang_cukur,tukang_listrik,tukang_batu,tukang_kayu,tukang_sol_sepatu,tukang_las_pandai_besi,tukang_jahit,tukang_gigi,penata_rias,penata_busana,penata_rambut,mekanik,seniman,tabib,paraji,perancang_busana,penterjemah,imam_mesjid,pendeta,pastor,wartawan,ustadz_mubaligh,juru_masak,promotor_acara,anggota_dpr_ri,anggota_dpd,anggota_bpk,presiden,wakil_presiden,anggota_mahkamah_konstitusi,anggota_kabinet_kementerian,duta_besar,gubernur,wakil_gubernur,bupati,wakil_bupati,walikota,wakil_walikota,anggota_dprd_provinsi,anggota_dprd_kabupaten_kota,dosen,guru,pilot,pengacara,notaris,arsitek,akuntan,konsultan,dokter,bidan,perawat,apoteker,psikiater_psikolog,penyiar_televisi,penyiar_radio,pelaut,peneliti,sopir,pialang,paranormal,pedagang,perangkat_desa,kepala_desa,biarawati,wiraswasta,lainnya,hakim
2014.0,PROVINSI DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,P. PANGGANG,1508.0,1475.0,1603.0,21.0,185.0,4.0,10.0,6.0,,,918.0,1.0,4.0,,197.0,1.0,,90.0,63.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,101.0,,,,,,,1.0,7.0,9.0,,,,,,,,,,11.0,,,,114.0,24.0,
2014.0,PROVINSI DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,P. KELAPA,1473.0,1613.0,1539.0,9.0,65.0,,9.0,2.0,,1.0,1051.0,4.0,10.0,,212.0,,,17.0,200.0,,26.0,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,59.0,,,,,,,1.0,6.0,6.0,,,,,1.0,,,,,9.0,,,,129.0,10.0,
2014.0,PROVINSI DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,P. HARAPAN,476.0,564.0,521.0,2.0,30.0,,2.0,,1.0,,470.0,,2.0,,51.0,,,20.0,33.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,2.0,2.0,,,,,1.0,,,,,,,,,26.0,3.0,
2014.0,PROVINSI DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,P. UNTUNG JAWA,526.0,507.0,500.0,11.0,39.0,1.0,11.0,8.0,3.0,,284.0,,4.0,,68.0,,,7.0,8.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,1.0,1.0,,,,,2.0,,,,,14.0,,,,135.0,25.0,
2014.0,PROVINSI DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,P. TIDUNG,1205.0,1163.0,1160.0,14.0,117.0,,8.0,4.0,,1.0,776.0,,10.0,,126.0,1.0,1.0,77.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.0,,,,,,,,4.0,7.0,,,,,19.0,,,,,16.0,,,,152.0,14.0,
2014.0,PROVINSI DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,P. PARI,587.0,686.0,722.0,2.0,12.0,1.0,,2.0,1.0,,591.0,,14.0,,33.0,,,9.0,11.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,1.0,5.0,5.0,,,,,1.0,,,,,2.0,,,,67.0,32.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,GAMBIR,381.0,564.0,780.0,77.0,81.0,133.0,4.0,1.0,,,,2.0,,,956.0,8.0,,5.0,18.0,,,,2.0,,,,1.0,,,,,,,,,,,,,,,11.0,,,,,,,,,1.0,,,,,,,,,,,,,3.0,21.0,1.0,3.0,,,,2.0,8.0,4.0,2.0,,1.0,,,4.0,,4.0,,,48.0,,,,256.0,27.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,CIDENG,2458.0,3709.0,4271.0,256.0,186.0,17.0,204.0,4.0,,1.0,,5.0,7.0,2.0,5726.0,27.0,6.0,18.0,163.0,2.0,,,2.0,,,,,,,2.0,,,,,8.0,7.0,,,,,,11.0,,10.0,,1.0,,3.0,,,,,1.0,,,,,,,,,,,23.0,87.0,2.0,17.0,5.0,2.0,,4.0,89.0,4.0,9.0,,,,,4.0,,62.0,,1.0,181.0,,,1.0,1080.0,201.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,3171.0,4366.0,4892.0,119.0,97.0,13.0,7.0,,1.0,,,,1.0,,7104.0,20.0,1.0,7.0,350.0,,,,11.0,,,,,,,8.0,,,,2.0,10.0,11.0,,,1.0,,,24.0,28.0,8.0,1.0,,,1.0,,,,,,,,,,,,,,,,12.0,89.0,,6.0,4.0,4.0,2.0,5.0,66.0,2.0,7.0,1.0,,,,2.0,,76.0,,,283.0,,1.0,1.0,991.0,78.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,2459.0,3443.0,3815.0,136.0,169.0,664.0,12.0,3.0,,,1.0,7.0,4.0,1.0,5126.0,24.0,2.0,9.0,238.0,,,,11.0,,,,,,,7.0,,,,1.0,5.0,12.0,,,,,,10.0,1.0,7.0,,,,,,,,,,,,,,,,,,1.0,,12.0,62.0,,13.0,6.0,3.0,,3.0,64.0,7.0,7.0,,,,,4.0,,87.0,,1.0,119.0,,,,930.0,134.0,1.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,KEBON KELAPA,1674.0,2594.0,2820.0,63.0,72.0,9.0,5.0,,1.0,,,1.0,4.0,,3597.0,17.0,1.0,2.0,301.0,,,,1.0,,,,,,,1.0,,,,,1.0,11.0,,,,1.0,,7.0,,3.0,,,,1.0,1.0,,,,,,,,,,,,,,,13.0,29.0,,7.0,,,,1.0,23.0,1.0,1.0,,,,,1.0,,36.0,,,177.0,,,25.0,696.0,83.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,DURI PULO,4172.0,5238.0,5622.0,137.0,205.0,15.0,15.0,,,,,4.0,3.0,2.0,7082.0,32.0,,12.0,438.0,,,,6.0,1.0,,,,,,23.0,2.0,,,,8.0,4.0,,,1.0,,,7.0,,11.0,2.0,,,,,,,,,,,,,,,,,,,8.0,138.0,,,2.0,,,3.0,30.0,6.0,10.0,,1.0,,,,,180.0,,,387.0,,,2.0,1203.0,167.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,PASAR BARU,2155.0,3440.0,3334.0,65.0,64.0,67.0,4.0,,1.0,,1.0,2.0,1.0,,4318.0,12.0,,14.0,259.0,,,,6.0,,,,,,,2.0,,,,,5.0,,1.0,,,2.0,,22.0,8.0,3.0,,,,,,,,,,,,,,,,,,,,11.0,63.0,,7.0,5.0,2.0,,3.0,63.0,,2.0,,,,,,1.0,73.0,,,421.0,,,21.0,1071.0,96.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,4912.0,7286.0,7361.0,57.0,83.0,23.0,16.0,5.0,,,,1.0,1.0,,9204.0,11.0,1.0,4.0,1117.0,,,,6.0,,,,,,,8.0,,,,,8.0,2.0,,,,,,8.0,,6.0,,,,1.0,,,,,,,,,,,,,,,,3.0,123.0,,4.0,1.0,,,,33.0,3.0,10.0,1.0,,1.0,,4.0,,96.0,,,201.0,,,1.0,2306.0,180.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,KARTINI,3908.0,6149.0,6186.0,123.0,67.0,23.0,14.0,,,,1.0,6.0,3.0,6.0,8151.0,9.0,,5.0,701.0,1.0,,,2.0,,,,,,,17.0,,2.0,,1.0,7.0,10.0,1.0,,,,,20.0,,7.0,1.0,,,,,,,,,,,,,,,,,,,11.0,100.0,,6.0,,,1.0,3.0,36.0,1.0,11.0,,,,,4.0,,160.0,,,297.0,,,11.0,1718.0,141.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,2535.0,4219.0,4449.0,228.0,96.0,26.0,5.0,1.0,,,1.0,9.0,,,5934.0,52.0,,2.0,441.0,,,,7.0,,,,,,,12.0,,,,,3.0,6.0,,,,1.0,,15.0,,14.0,,,,,,,,,,,,,,,,,,,,12.0,87.0,8.0,14.0,1.0,2.0,,2.0,68.0,,4.0,1.0,,,,7.0,1.0,49.0,,,222.0,,,,1103.0,99.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,5357.0,7134.0,7130.0,125.0,47.0,11.0,7.0,,1.0,,1.0,15.0,10.0,3.0,11280.0,9.0,1.0,1.0,699.0,,1.0,,2.0,1.0,,,1.0,,1.0,10.0,1.0,,,,9.0,5.0,1.0,,,,,3.0,,7.0,2.0,,,,,,,,,,,,,,,,,,,4.0,69.0,,5.0,,,,,34.0,4.0,16.0,2.0,,,,6.0,,85.0,,,271.0,,,,2911.0,263.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,4293.0,5170.0,5322.0,192.0,133.0,26.0,11.0,65.0,2.0,,,5.0,8.0,8.0,7052.0,23.0,6.0,7.0,680.0,,,,4.0,,,,,,,5.0,,,,1.0,7.0,4.0,,,,,,14.0,,12.0,,,,,,,,,,,,,,,,,1.0,,,9.0,125.0,,6.0,2.0,3.0,1.0,4.0,39.0,6.0,4.0,,,,,1.0,,107.0,,,264.0,1.0,,,1410.0,190.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,5570.0,6297.0,7448.0,300.0,306.0,33.0,22.0,26.0,1.0,,1.0,9.0,1.0,,9434.0,68.0,2.0,24.0,397.0,,,,1.0,,,,,,,8.0,,,,,5.0,6.0,,,,,,17.0,,14.0,,,,,,,,,6.0,,,,,,,,,,,18.0,174.0,1.0,11.0,,,1.0,3.0,38.0,8.0,8.0,1.0,,,,11.0,,99.0,,,288.0,,,,1507.0,201.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,4036.0,5328.0,6378.0,305.0,358.0,36.0,13.0,1.0,,,1.0,4.0,1.0,12.0,7125.0,74.0,8.0,21.0,926.0,,1.0,,4.0,,,,,,,13.0,,,,,8.0,11.0,,,,,,2.0,,12.0,1.0,,,1.0,,,,,,,,,,,,,,,,21.0,259.0,2.0,6.0,3.0,2.0,,2.0,29.0,5.0,21.0,1.0,,,,7.0,,102.0,,,339.0,,,,1616.0,152.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,6061.0,6674.0,8268.0,783.0,711.0,50.0,36.0,5.0,,1.0,,4.0,2.0,2.0,9686.0,243.0,7.0,31.0,598.0,,,,3.0,1.0,,,1.0,,,6.0,,,,,1.0,12.0,,,1.0,,1.0,5.0,,25.0,1.0,,,,,,,,,,,,,,,,,,,23.0,385.0,,10.0,1.0,1.0,,4.0,30.0,6.0,26.0,3.0,,,,4.0,,89.0,,,302.0,,,,1828.0,88.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,3475.0,4846.0,5570.0,271.0,241.0,53.0,99.0,1.0,,,,5.0,2.0,,6616.0,75.0,2.0,8.0,255.0,1.0,,,5.0,,,,,,1.0,7.0,,,1.0,,4.0,6.0,,,,,,13.0,1.0,15.0,1.0,,,1.0,,,,,,,,,,,,,,,,15.0,100.0,4.0,9.0,3.0,,1.0,3.0,42.0,5.0,18.0,1.0,,,,13.0,,73.0,,,254.0,,,,1185.0,430.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,6187.0,7426.0,8894.0,651.0,621.0,58.0,39.0,2.0,1.0,,,7.0,10.0,4.0,9798.0,228.0,13.0,32.0,651.0,,,,2.0,,,,2.0,,1.0,12.0,,,,1.0,7.0,31.0,,,,,,29.0,1.0,25.0,4.0,,,,,,,,,,,,,,,,,,,38.0,377.0,2.0,19.0,4.0,3.0,,8.0,63.0,16.0,39.0,1.0,,,,16.0,,149.0,,,566.0,,,,2893.0,253.0,1.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,3971.0,4897.0,6493.0,480.0,476.0,53.0,34.0,3.0,,,,5.0,8.0,3.0,7382.0,141.0,7.0,6.0,397.0,,,,6.0,,,,,,,1.0,,,,,1.0,11.0,,,,,,13.0,,31.0,,,,1.0,,,,,1.0,,1.0,,,,,,,1.0,,42.0,262.0,3.0,33.0,2.0,2.0,,2.0,100.0,17.0,26.0,7.0,,,,5.0,,68.0,,,277.0,,,1.0,2109.0,135.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,5777.0,6952.0,8033.0,274.0,303.0,33.0,21.0,1.0,,,,3.0,2.0,3.0,8169.0,78.0,3.0,15.0,1143.0,,,,1.0,1.0,,,,,,7.0,,,,,2.0,15.0,,,,1.0,,1.0,1.0,10.0,,,,,,,,,,,,,,,,,,,1.0,10.0,214.0,,6.0,1.0,2.0,,,25.0,7.0,24.0,2.0,,,,10.0,,122.0,1.0,,730.0,,,,2270.0,181.0,1.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,SENEN,1391.0,1579.0,1720.0,65.0,85.0,84.0,163.0,2.0,,,,2.0,3.0,1.0,1933.0,17.0,2.0,6.0,195.0,,,,3.0,,,,,,,1.0,,1.0,,,1.0,6.0,,,,,,15.0,,6.0,,,,,,,,,,,,,,,,,,,,5.0,22.0,,2.0,1.0,,,3.0,46.0,6.0,21.0,2.0,1.0,,,5.0,,38.0,,,222.0,,1.0,,821.0,31.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,KENARI,1491.0,1977.0,2521.0,120.0,136.0,51.0,15.0,1.0,1.0,,,1.0,1.0,1.0,3042.0,35.0,4.0,7.0,109.0,,,,2.0,,,,,,,,,,,,5.0,2.0,,,,,,24.0,41.0,13.0,,,,1.0,,,,,,,,,,,,,,,,28.0,51.0,1.0,9.0,4.0,3.0,2.0,4.0,36.0,2.0,19.0,1.0,1.0,,,6.0,,29.0,,,85.0,,,15.0,837.0,57.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,PASEBAN,4366.0,5222.0,6590.0,393.0,478.0,45.0,23.0,11.0,,,,3.0,6.0,5.0,7430.0,98.0,6.0,28.0,546.0,,,,7.0,,,,,,,4.0,,,,,3.0,17.0,,,,1.0,,9.0,5.0,25.0,1.0,,,,,,,,,,,,,,,,,,,50.0,179.0,,16.0,4.0,4.0,,4.0,105.0,4.0,50.0,,,,1.0,6.0,3.0,153.0,,,351.0,,,30.0,1844.0,105.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,KRAMAT,6065.0,7177.0,7779.0,149.0,217.0,30.0,30.0,2.0,,,,4.0,6.0,2.0,7493.0,38.0,,4.0,1531.0,2.0,,,3.0,,,,2.0,,1.0,22.0,,,,,,17.0,1.0,,,,,27.0,,22.0,2.0,,,,,,,,1.0,,,,,,,,,,,23.0,159.0,1.0,13.0,1.0,1.0,1.0,2.0,36.0,7.0,29.0,2.0,1.0,,,7.0,2.0,238.0,,,692.0,,,,3194.0,130.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,KWITANG,2931.0,3997.0,4071.0,111.0,161.0,7.0,14.0,,,,,1.0,4.0,,4835.0,15.0,,7.0,614.0,,,,1.0,,,,,,,3.0,,,1.0,,15.0,5.0,,,1.0,,,10.0,,11.0,1.0,,,,,,,,,,,,,,,,,,,12.0,53.0,,3.0,3.0,3.0,,2.0,38.0,1.0,3.0,1.0,,,,1.0,,150.0,,,310.0,,,,1022.0,74.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,BUNGUR,3402.0,4667.0,4962.0,193.0,173.0,274.0,13.0,2.0,1.0,,,3.0,7.0,1.0,5600.0,22.0,2.0,14.0,521.0,,,,10.0,,,,,,,,,,,1.0,15.0,7.0,,,2.0,,,18.0,,10.0,1.0,,,,,,,,,,,,,,,,,,,26.0,101.0,,10.0,5.0,2.0,1.0,2.0,59.0,3.0,11.0,2.0,,,,2.0,,116.0,,,347.0,,,,1675.0,162.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,3839.0,5196.0,6654.0,672.0,598.0,43.0,16.0,9.0,1.0,,,5.0,10.0,6.0,8103.0,178.0,6.0,19.0,497.0,1.0,,,12.0,,,,1.0,,,3.0,,,,,8.0,11.0,,,1.0,2.0,,18.0,,24.0,1.0,2.0,,1.0,,,,,1.0,,,,,,,1.0,,2.0,,70.0,219.0,4.0,22.0,10.0,9.0,,9.0,215.0,5.0,19.0,2.0,3.0,1.0,,6.0,3.0,77.0,,,176.0,,,,1515.0,258.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,6437.0,7466.0,9769.0,767.0,847.0,174.0,41.0,8.0,2.0,,,6.0,2.0,3.0,10711.0,180.0,6.0,19.0,756.0,,,,9.0,,,,1.0,,,14.0,1.0,,,,8.0,15.0,1.0,,,2.0,,12.0,28.0,35.0,3.0,1.0,,,,,,,,,,,,,,,,1.0,,66.0,340.0,2.0,21.0,7.0,,2.0,6.0,101.0,10.0,33.0,3.0,,,,11.0,1.0,110.0,,,476.0,,,,2062.0,269.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,3823.0,4444.0,5907.0,548.0,654.0,52.0,24.0,1.0,1.0,,1.0,4.0,5.0,2.0,7088.0,245.0,8.0,10.0,229.0,2.0,,,11.0,1.0,,,,,,1.0,,,,,11.0,14.0,,,,,,5.0,,30.0,,2.0,,2.0,1.0,,,,,,,,,,,,,,,66.0,194.0,2.0,22.0,4.0,3.0,,10.0,116.0,7.0,19.0,3.0,2.0,,,8.0,,55.0,,1.0,178.0,,,,1885.0,164.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,MENTENG,4667.0,6180.0,6969.0,363.0,335.0,25.0,17.0,9.0,,,1.0,14.0,21.0,5.0,7912.0,62.0,5.0,5.0,534.0,3.0,,,13.0,,,,,,,3.0,,,,,3.0,12.0,,,1.0,1.0,,2.0,1.0,8.0,,,,3.0,,,,,,1.0,1.0,1.0,,,,,,1.0,,57.0,121.0,1.0,40.0,6.0,9.0,2.0,6.0,121.0,1.0,4.0,3.0,2.0,,,2.0,,77.0,,,306.0,,,13.0,1978.0,226.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,PEGANGSAAN,4221.0,5801.0,6544.0,304.0,365.0,23.0,27.0,3.0,,,1.0,5.0,2.0,3.0,6269.0,47.0,,15.0,1460.0,1.0,,,8.0,,,,,,,2.0,,,,,3.0,20.0,,3.0,,,,26.0,,19.0,,,1.0,,,,,,,,,,,,,,,,,37.0,146.0,1.0,19.0,5.0,3.0,1.0,2.0,48.0,4.0,14.0,,,,,8.0,1.0,90.0,1.0,,221.0,1.0,,,1594.0,90.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,CIKINI,1573.0,1982.0,2140.0,130.0,139.0,8.0,4.0,1.0,,,,5.0,6.0,1.0,2657.0,35.0,2.0,2.0,221.0,,,,3.0,,,,,,,,,,,,,18.0,,,,,,7.0,,6.0,,,,1.0,,,,,,,,,,,,,,,,17.0,37.0,,10.0,1.0,1.0,,3.0,39.0,1.0,39.0,1.0,,,,,,18.0,,,87.0,,,,664.0,55.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,GONDANGDIA,553.0,861.0,1130.0,134.0,82.0,7.0,106.0,5.0,,,,2.0,9.0,,1096.0,17.0,,,9.0,,,,3.0,,,1.0,,,,,,,,,,8.0,,,,,,9.0,2.0,8.0,,,,1.0,1.0,,,,,2.0,1.0,,,,,,,,,19.0,15.0,1.0,14.0,7.0,6.0,2.0,3.0,108.0,,9.0,,1.0,,,2.0,,1.0,,,29.0,,,9.0,555.0,73.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,KEBON SIRIH,2343.0,3313.0,3381.0,118.0,151.0,12.0,8.0,1.0,,,1.0,11.0,6.0,,3391.0,26.0,2.0,8.0,431.0,,,,2.0,,,,,,,1.0,,,,,1.0,8.0,,,,2.0,,5.0,6.0,20.0,,,,,,,,,,,,,,,,,,,,29.0,54.0,1.0,5.0,2.0,1.0,,6.0,16.0,2.0,6.0,,,,,2.0,,44.0,,,208.0,,,,1975.0,77.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,GELORA,542.0,670.0,817.0,22.0,41.0,4.0,6.0,19.0,,,,,,,1039.0,10.0,,2.0,49.0,,,,,,,,1.0,,,2.0,,,,,,1.0,,,,,,5.0,1.0,1.0,,1.0,,3.0,,,,,,,,,,,,,,,,7.0,22.0,2.0,,,,,,5.0,1.0,1.0,,,,,,,10.0,,,74.0,,,,292.0,27.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,3336.0,4533.0,6111.0,539.0,540.0,86.0,57.0,5.0,1.0,,,3.0,2.0,5.0,6758.0,126.0,17.0,9.0,336.0,,,1.0,37.0,,,,,,,,,,,1.0,1.0,15.0,,,,2.0,,10.0,3.0,29.0,,,,1.0,,,,,1.0,,,,,,,,,1.0,,48.0,103.0,1.0,17.0,14.0,6.0,,8.0,121.0,7.0,28.0,3.0,1.0,,,1.0,,125.0,,2.0,408.0,,1.0,,1919.0,186.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,3347.0,4056.0,5105.0,190.0,179.0,18.0,15.0,,,1.0,,4.0,5.0,,5445.0,59.0,5.0,15.0,632.0,1.0,,,,,,,,,,6.0,,,,,3.0,8.0,,,,,,2.0,,21.0,,,,,,,,,,1.0,,,,,,,,,,13.0,151.0,,12.0,4.0,1.0,,5.0,35.0,5.0,18.0,1.0,1.0,,,2.0,1.0,132.0,,,373.0,,,,2257.0,146.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,7169.0,7527.0,9188.0,234.0,354.0,25.0,22.0,2.0,4.0,,,12.0,13.0,2.0,9097.0,97.0,8.0,17.0,904.0,1.0,,1.0,5.0,,,,,,,16.0,,,,,2.0,16.0,,,,,,27.0,,34.0,,,,,,,,,,,,,,,,,,,,18.0,237.0,,14.0,,,4.0,3.0,40.0,8.0,18.0,,,,1.0,3.0,,168.0,1.0,,912.0,1.0,,,3526.0,289.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,6922.0,8063.0,8973.0,207.0,269.0,132.0,16.0,8.0,,,,5.0,5.0,4.0,8231.0,79.0,8.0,11.0,342.0,,,,4.0,,,,,,,4.0,,,,,3.0,10.0,,,,,,6.0,,14.0,,,,,2.0,,,,,,,,,,,,,1.0,1.0,16.0,167.0,,17.0,2.0,3.0,1.0,12.0,23.0,1.0,8.0,1.0,,1.0,,6.0,,133.0,,,744.0,,,,5160.0,278.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,3769.0,5017.0,6066.0,330.0,246.0,10.0,12.0,1.0,,,,2.0,8.0,1.0,5743.0,68.0,10.0,6.0,286.0,,,,7.0,,,,,,,1.0,,1.0,,,2.0,6.0,,,,,1.0,3.0,,17.0,,1.0,,,,,,,,,,,,,,,,,,32.0,127.0,,20.0,1.0,4.0,,1.0,73.0,11.0,7.0,5.0,,,,4.0,,73.0,,,516.0,,,,3322.0,178.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,2420.0,3001.0,3119.0,106.0,94.0,13.0,1.0,6.0,,,,3.0,1.0,,3550.0,16.0,1.0,2.0,244.0,,,,7.0,,,,,,,4.0,,,,,12.0,2.0,,,,,,5.0,,8.0,,,,,,,,,,,,,,,,,,,,6.0,53.0,,3.0,,1.0,,,25.0,3.0,9.0,,,,,1.0,,92.0,,,377.0,,,1.0,1063.0,83.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,7071.0,8269.0,10065.0,584.0,713.0,44.0,26.0,30.0,3.0,,2.0,9.0,7.0,4.0,10640.0,152.0,9.0,33.0,1208.0,1.0,,,1.0,1.0,,,,,,11.0,,,,,9.0,22.0,,,,1.0,2.0,22.0,,28.0,2.0,,,,,,,,,,,,,,,,,1.0,,56.0,305.0,1.0,18.0,5.0,5.0,2.0,6.0,131.0,15.0,33.0,2.0,,,,16.0,,173.0,,,427.0,1.0,,,3149.0,194.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,4511.0,5529.0,5924.0,168.0,176.0,36.0,15.0,3.0,1.0,,,4.0,8.0,3.0,5885.0,31.0,,15.0,911.0,,1.0,,1.0,,,,,,,15.0,,,,1.0,5.0,4.0,,,,,,3.0,,9.0,1.0,,,,,,,,1.0,,,,,,,,,,,10.0,143.0,,10.0,3.0,1.0,,1.0,20.0,5.0,11.0,2.0,,,,8.0,,133.0,,,310.0,,,,2297.0,174.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,GALUR,3683.0,4726.0,4797.0,103.0,149.0,24.0,10.0,5.0,1.0,,,7.0,1.0,3.0,4331.0,19.0,2.0,5.0,993.0,,,,2.0,,,,,,,7.0,,1.0,,,4.0,3.0,,,1.0,,,7.0,,7.0,,,,,,,,,,,,,,,,,,,,9.0,96.0,,5.0,,,1.0,2.0,12.0,2.0,10.0,,,,,8.0,,92.0,1.0,,575.0,1.0,,,1836.0,108.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,8016.0,9709.0,9590.0,183.0,270.0,37.0,19.0,1.0,1.0,,,14.0,9.0,9.0,8607.0,40.0,1.0,21.0,2256.0,1.0,2.0,,1.0,,1.0,,,,,5.0,,,,,20.0,12.0,,,,,,17.0,2.0,14.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,17.0,183.0,2.0,8.0,3.0,,,7.0,40.0,6.0,16.0,3.0,,,,13.0,,388.0,,,1.089,,,1.0,4014.0,307.0,
